,local_date,hours,jobcode_1,jobcode_2,activity,billable,class,service item,emp_name,salary,activities,has_flags,flag_types
66,2019-01-15,0.92,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
67,2019-01-15,0.5,Brendan Kelly,19017 - Energy Consulting Support for BK,,Yes,Residential,Consulting,EMP_6,1,Energy Model/Takeoffs,,
68,2019-01-15,1.0,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
69,2019-01-16,0.5,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
70,2019-01-16,1.25,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",,
71,2019-01-16,4.73,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
72,2019-01-17,0.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
73,2019-01-17,0.58,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",,
74,2019-01-17,0.08,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
75,2019-01-17,0.67,WARNER MECHANICAL ENGINEERING,17082-MKC(MM) Bardessono Suites Villa REV,,Yes,Nonresidential,Extra Services,EMP_6,1,Compliance,,
76,2019-01-17,0.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
77,2019-01-17,0.17,Brendan Kelly,19017 - Energy Consulting Support for BK,,Yes,Residential,Consulting,EMP_6,1,Energy Model/Takeoffs,,
78,2019-01-17,1.83,Lunch Break,,,,,,EMP_6,1,,,
79,2019-01-17,0.0,Brendan Kelly,19017 - Energy Consulting Support for BK,,Yes,Residential,Consulting,EMP_6,1,Energy Model/Takeoffs,,
80,2019-01-17,1.42,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,,Yes,Utilities:Other Utilities,Sub - 2050,EMP_6,1,S11801: Initial MF Code Ready - 2050,,
81,2019-01-17,0.5,Brendan Kelly,19017 - Energy Consulting Support for BK,,Yes,Residential,Consulting,EMP_6,1,Energy Model/Takeoffs,,
82,2019-01-17,0.42,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
83,2019-01-17,0.17,SAN DIEGO GAS & ELECTRIC CO,18002 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:SDG&E,Task 2 - Standards Essential Courses,EMP_6,1,T31801: Other SME Task 3: General,,
84,2019-01-17,0.33,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,,Yes,Utilities:PG&E,Task 1 - Decoding Talks,EMP_6,1,T11801: Decoding: General (add notes):,,
85,2019-01-17,0.92,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",,
86,2019-01-17,0.83,SAN DIEGO GAS & ELECTRIC CO,18002 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:SDG&E,Task 2 - Standards Essential Courses,EMP_6,1,"T21801: Training General (add notes): When it doesn't fit in anywhere else, NOT a new project",,
87,2019-01-18,0.5,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
88,2019-01-18,0.67,Brendan Kelly,19017 - Energy Consulting Support for BK,,Yes,Residential,Consulting,EMP_6,1,Project Coordination,,
89,2019-01-18,0.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
90,2019-01-18,0.5,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Special Projects,,
91,2019-01-18,0.25,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31801: Other SME Task 3: General,,
92,2019-01-18,0.25,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
93,2019-01-18,2.25,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
94,2019-01-18,0.25,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
95,2019-01-18,1.08,Lunch Break,,,,,,EMP_6,1,,,
96,2019-01-18,1.25,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
97,2019-01-18,0.5,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31801: Other SME Task 3: General,,
98,2019-01-20,2.08,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31801: Other SME Task 3: General,,
99,2019-01-21,2.33,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
100,2019-01-21,6.17,Lunch Break,,,,,,EMP_6,1,,,
101,2019-01-21,0.0,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
102,2019-01-22,4.5,Brendan Kelly,19017 - Energy Consulting Support for BK,,Yes,Residential,Consulting,EMP_6,1,Project Coordination,,
103,2019-01-22,0.25,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
104,2019-01-22,0.17,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
105,2019-01-22,0.92,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
106,2019-01-23,5.58,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
107,2019-01-23,1.42,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
108,2019-01-23,0.75,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
109,2019-01-24,0.83,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
110,2019-01-24,0.67,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
111,2019-01-24,0.42,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
112,2019-01-24,1.0,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
113,2019-01-24,0.0,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
114,2019-01-24,1.42,Lunch Break,,,,,,EMP_6,1,,,
115,2019-01-24,5.67,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
116,2019-01-25,0.08,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
117,2019-01-25,0.17,K2D Consulting Engineers,18341 Ongoing Soody Support,,Yes,Nonresidential,Consulting,EMP_6,1,Compliance,,
118,2019-01-25,0.58,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",,
119,2019-01-25,0.5,Brendan Kelly,19017 - Energy Consulting Support for BK,,Yes,Residential,Consulting,EMP_6,1,Project Coordination,,
120,2019-01-25,0.33,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",,
121,2019-01-25,2.08,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
122,2019-01-25,3.42,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
123,2019-01-25,1.75,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
124,2019-01-25,0.5,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
125,2019-01-27,4.17,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
126,2019-01-28,1.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
127,2019-01-28,0.83,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
128,2019-01-28,1.5,Lunch Break,,,,,,EMP_6,1,,,
129,2019-01-28,2.5,NORESCO,18340 SCE 2019 Resources Update (deleted),,Yes,Utilities:Other Utilities,Sub-NORESCO,EMP_6,1,S21802: Task 2 Phase I 2016-2019 ECA Update,,
130,2019-01-28,1.93,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
131,2019-01-29,0.58,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
132,2019-01-29,0.33,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",,
133,2019-01-29,0.5,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Special Projects,,
134,2019-01-29,0.0,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
135,2019-01-29,1.83,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
136,2019-01-29,3.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
137,2019-01-30,1.0,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
138,2019-01-30,4.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,EMP_6,1,T21804: NR Architect 2016,,
139,2019-01-30,2.42,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
140,2019-01-30,1.5,Anne Phillips Architecture,19023 - Arise High School Interior Remode,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
141,2019-01-31,0.67,BDE Architecture Inc.,18267 Flower Mart Multi-family,,No,Nonresidential,Meetings,EMP_6,1,Meeting,,
142,2019-01-31,0.17,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
143,2019-01-31,0.17,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,,Yes,Utilities:PG&E,Task 4 - Future Code Work,EMP_6,1,T41803: 2022 Code Development,,
144,2019-01-31,0.5,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
145,2019-01-31,0.42,Anne Phillips Architecture,19023 - Arise High School Interior Remode,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Meeting,,
146,2019-01-31,1.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
147,2019-01-31,0.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
148,2019-01-31,0.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Project Coordination (non-billable),,
149,2019-01-31,2.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31801: Other SME Task 3: General,,
150,2019-01-31,0.17,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
151,2019-01-31,0.42,Anne Phillips Architecture,19023 - Arise High School Interior Remode,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
152,2019-01-31,0.58,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
153,2019-02-01,0.67,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
154,2019-02-01,0.58,Anne Phillips Architecture,19023 - Arise High School Interior Remode,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Develop Report,,
155,2019-02-01,0.25,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
156,2019-02-01,0.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31815: 2019 What Changed Resource,,
157,2019-02-01,1.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
158,2019-02-01,1.25,Lunch Break,,,,,,EMP_6,1,,,
159,2019-02-01,0.17,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
160,2019-02-01,2.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31815: 2019 What Changed Resource,,
161,2019-02-01,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31801: Other SME Task 3: General,,
162,2019-02-01,2.58,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Misc,,
163,2019-02-04,0.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
164,2019-02-04,2.67,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Special Projects,,
165,2019-02-04,0.58,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
166,2019-02-04,1.67,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
167,2019-02-04,1.67,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
168,2019-02-04,0.0,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
169,2019-02-04,1.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",,
170,2019-02-04,1.17,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
171,2019-02-04,0.67,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
172,2019-02-04,3.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
173,2019-02-05,0.5,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
174,2019-02-05,2.08,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Project Coordination,,
175,2019-02-05,0.17,Brendan Kelly,19017 - Energy Consulting Support for BK,,Yes,Residential,Consulting,EMP_6,1,Develop Report,,
176,2019-02-05,0.08,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Project Coordination,,
177,2019-02-05,0.58,Lunch Break,,,,,,EMP_6,1,,,
178,2019-02-05,0.33,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
179,2019-02-05,1.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
180,2019-02-05,0.5,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
181,2019-02-05,0.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
182,2019-02-05,1.25,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
183,2019-02-05,2.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
184,2019-02-07,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",,
185,2019-02-07,1.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",,
186,2019-02-07,0.33,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Project Coordination,,
187,2019-02-07,3.08,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
188,2019-02-07,0.75,Axis Development Group,15414 777 Tennessee Revisions [BDE],,Yes,Nonresidential,CA Phase,EMP_6,1,Project Coordination,,
189,2019-02-07,1.42,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
190,2019-02-07,1.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",,
191,2019-02-08,0.42,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
192,2019-02-08,2.0,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,,Yes,Utilities:PG&E,Task 4 - Future Code Work,EMP_6,1,T41804: 2022 Multifamily Support,,
193,2019-02-08,0.75,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
194,2019-02-08,1.92,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Meeting,,
195,2019-02-08,1.25,Lunch Break,,,,,,EMP_6,1,,,
196,2019-02-08,0.92,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,,Yes,Utilities:Other Utilities,Sub - 2050,EMP_6,1,S11801: Initial MF Code Ready - 2050,,
197,2019-02-08,1.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
198,2019-02-08,1.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",,
199,2019-02-09,1.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 4 - Future Code Work,EMP_6,1,"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",,
200,2019-02-10,0.92,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
201,2019-02-10,2.0,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
202,2019-02-11,0.92,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
203,2019-02-11,0.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",,
204,2019-02-11,1.75,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
205,2019-02-11,2.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
206,2019-02-11,1.0,Lunch Break,,,,,,EMP_6,1,,,
207,2019-02-11,0.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
208,2019-02-11,1.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",,
209,2019-02-11,0.5,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
210,2019-02-11,0.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",,
211,2019-02-11,0.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
212,2019-02-12,0.67,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Meeting,,
213,2019-02-12,0.75,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
214,2019-02-12,1.17,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
215,2019-02-12,0.42,Lunch Break,,,,,,EMP_6,1,,,
216,2019-02-12,1.0,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
217,2019-02-12,1.0,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
218,2019-02-12,1.75,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Office Management,,
219,2019-02-12,1.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",,
220,2019-02-12,1.0,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Special Projects,,
221,2019-02-12,1.42,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
222,2019-02-13,0.17,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
223,2019-02-13,0.33,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
224,2019-02-13,1.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
225,2019-02-13,5.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",,
226,2019-02-13,2.25,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Special Projects,,
227,2019-02-13,0.67,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Energy Model/Takeoffs,,
228,2019-02-14,0.5,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
229,2019-02-14,2.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
230,2019-02-14,0.5,Brendan Kelly,19017 - Energy Consulting Support for BK,,Yes,Residential,Consulting,EMP_6,1,Compliance,,
231,2019-02-14,0.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
232,2019-02-14,1.25,Lunch Break,,,,,,EMP_6,1,,,
233,2019-02-14,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
234,2019-02-14,0.33,BDE Architecture Inc.,17404 YBI San Francisco,,No,Nonresidential,Energy Code Compliance Work,EMP_6,1,Meeting,,
235,2019-02-14,3.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
236,2019-02-15,0.25,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Email,,
237,2019-02-15,0.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",,
238,2019-02-15,1.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31822: Supporting 2019 Updates,,
239,2019-02-15,4.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",,
240,2019-02-15,1.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",,
241,2019-02-15,2.33,@ Gabel Energy,,,No,Overhead,Overhead,EMP_6,1,Gabel: Proposal,,
242,2019-02-18,1.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,T31815: 2019 What Changed Resource,,
243,2019-02-19,7.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_6,1,"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",,
