,local_date,hours,jobcode_1,jobcode_2,activities,billable,class,service item,has_flags,flag_types,emp_name,salary
735,2019-07-01,3.17,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
736,2019-07-01,0.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
737,2019-07-01,0.92,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
738,2019-07-01,0.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
739,2019-07-01,1.17,Lunch Break,,,,,,,,EMP_6,1
740,2019-07-01,0.58,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
741,2019-07-01,2.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
742,2019-07-02,1.42,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
743,2019-07-02,0.58,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
744,2019-07-02,0.75,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
745,2019-07-02,0.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
746,2019-07-02,3.75,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
747,2019-07-02,0.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
748,2019-07-02,1.42,@ Gabel Energy,,Gabel: Proposal,No,Nonresidential,Overhead,,,EMP_6,1
749,2019-07-02,0.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
750,2019-07-02,1.67,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T31811: SDG&E NR HVAC Schematic,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement,,,EMP_6,1
751,2019-07-03,3.0,Vacation,,,,,,,,EMP_6,1
752,2019-07-03,2.25,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
753,2019-07-03,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31801: Other SME Task 3: General,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
754,2019-07-03,0.58,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T31811: SDG&E NR HVAC Schematic,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement,,,EMP_6,1
755,2019-07-03,0.17,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
756,2019-07-03,0.83,Axis Development Group,15414 777 Tennessee Revisions [BDE],Plan Check,Yes,Nonresidential,LEED Hourly Services,,,EMP_6,1
757,2019-07-03,0.08,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
758,2019-07-04,8.0,Holiday,,,,,,,,EMP_6,1
759,2019-07-05,8.0,Vacation,,,,,,,,EMP_6,1
760,2019-07-08,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
761,2019-07-08,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
762,2019-07-08,1.17,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,"T21801: Training General (add notes): When it doesn't fit in anywhere else, NOT a new project",Yes,Utilities:SDG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
763,2019-07-08,2.58,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
764,2019-07-08,0.67,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
765,2019-07-08,0.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31809: NR Lighting Alteration(s),Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
766,2019-07-08,0.92,ColRich,19100 Anden Apartments AKA TOVR,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
767,2019-07-08,0.67,Trachentenberg Architects,19178 Gordon Facade,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
768,2019-07-08,0.83,BDE Architecture Inc.,17404 YBI San Francisco,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
769,2019-07-09,0.75,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
770,2019-07-09,1.5,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,T41806: SBD,Yes,Utilities:PG&E,Task 4 - Future Code Work,,,EMP_6,1
771,2019-07-09,1.08,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
772,2019-07-09,2.17,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
773,2019-07-09,0.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
774,2019-07-09,1.08,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
775,2019-07-09,0.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31821: 2019 Lighting Wheel,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
776,2019-07-09,0.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
777,2019-07-09,0.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
778,2019-07-09,0.25,Trachentenberg Architects,19178 Gordon Facade,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
779,2019-07-10,0.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
780,2019-07-10,0.5,WSP,19127 - Palo Alto Public Safety Building,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
781,2019-07-10,0.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
782,2019-07-10,0.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
783,2019-07-10,0.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
784,2019-07-10,2.17,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
785,2019-07-10,0.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
786,2019-07-10,1.0,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
787,2019-07-10,0.75,MADISON PARK FINANCIAL,15426 - Hanna Street Lofts,Energy Model/Takeoffs,Yes,Nonresidential,Consulting,,,EMP_6,1
788,2019-07-10,1.08,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,T41806: SBD,Yes,Utilities:PG&E,Task 4 - Future Code Work,,,EMP_6,1
789,2019-07-10,0.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T21801: Training General (add notes): When it doesn't fit in anywhere else, NOT a new project",Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
790,2019-07-11,4.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T21801: Training General (add notes): When it doesn't fit in anywhere else, NOT a new project",Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
791,2019-07-11,2.33,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
792,2019-07-11,1.42,BDE Architecture Inc.,19152 MidPen Station Center Office Tenant,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
793,2019-07-11,0.83,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
794,2019-07-12,0.17,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
795,2019-07-12,0.25,MADISON PARK FINANCIAL,15426 - Hanna Street Lofts,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
796,2019-07-12,0.25,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
797,2019-07-12,0.83,@ Gabel Energy,,Gabel: Proposal,No,Residential,Overhead,,,EMP_6,1
798,2019-07-12,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
799,2019-07-12,2.0,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
800,2019-07-12,4.08,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
801,2019-07-12,0.08,@ Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,,,EMP_6,1
802,2019-07-14,0.92,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31801: Other SME Task 3: General,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
803,2019-07-14,0.25,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T31810: SDG&E NR Lighting Audit,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement,,,EMP_6,1
804,2019-07-14,5.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11904: What's Changed,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
805,2019-07-15,0.67,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
806,2019-07-15,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
807,2019-07-15,1.28,@ Gabel Energy,,Gabel: Proposal,No,Nonresidential,Overhead,,,EMP_6,1
808,2019-07-15,1.22,@ Gabel Energy,,Gabel: Meeting,No,Nonresidential,Overhead,,,EMP_6,1
809,2019-07-15,2.0,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
810,2019-07-15,0.5,@ Gabel Energy,,Gabel: Proposal,No,Nonresidential,Overhead,,,EMP_6,1
811,2019-07-15,1.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
812,2019-07-15,0.5,MADISON PARK FINANCIAL,15426 - Hanna Street Lofts,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
813,2019-07-15,0.33,@ Gabel Energy,,Gabel: Proposal,No,Nonresidential,Overhead,,,EMP_6,1
814,2019-07-16,1.17,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
815,2019-07-16,0.5,BDE Architecture Inc.,19152 MidPen Station Center Office Tenant,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
816,2019-07-16,0.42,BDE Architecture Inc.,17404 YBI San Francisco,Develop Report,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
817,2019-07-16,0.42,@ Gabel Energy,,Gabel: Special Projects,No,Nonresidential,Overhead,,,EMP_6,1
818,2019-07-16,1.25,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
819,2019-07-16,1.33,@ Gabel Energy,,Gabel: Special Projects,No,Nonresidential,Overhead,,,EMP_6,1
820,2019-07-16,1.08,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
821,2019-07-16,1.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31822: Supporting 2019 Updates,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
822,2019-07-16,1.33,BDE Architecture Inc.,17404 YBI San Francisco,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
823,2019-07-16,0.5,@ Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,,,EMP_6,1
824,2019-07-17,2.25,BDE Architecture Inc.,17404 YBI San Francisco,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
825,2019-07-17,2.58,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T31811: SDG&E NR HVAC Schematic,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement,,,EMP_6,1
826,2019-07-17,1.17,Lunch Break,,,,,,,,EMP_6,1
827,2019-07-17,0.5,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
828,2019-07-17,2.67,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T31811: SDG&E NR HVAC Schematic,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement,,,EMP_6,1
829,2019-07-18,0.67,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
830,2019-07-18,1.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
831,2019-07-18,1.42,Lunch Break,,,,,,,,EMP_6,1
832,2019-07-18,4.0,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
833,2019-07-18,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31802: Conference/Presentation Attendance & Prep (include event, date, details in Notes);",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
834,2019-07-19,0.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
835,2019-07-19,1.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
836,2019-07-19,0.75,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
837,2019-07-19,2.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11904: What's Changed,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
838,2019-07-19,0.58,Lunch Break,,,,,,,,EMP_6,1
839,2019-07-19,0.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11904: What's Changed,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
840,2019-07-19,1.33,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,S21801: MF Code Readiness - 2050,Yes,Utilities:Other Utilities,Sub - 2050,,,EMP_6,1
841,2019-07-19,1.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11904: What's Changed,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
842,2019-07-22,1.42,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
843,2019-07-23,6.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T21801: Training General (add notes): When it doesn't fit in anywhere else, NOT a new project",Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
844,2019-07-23,3.17,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
845,2019-07-23,1.42,MADISON PARK FINANCIAL,15426 - Hanna Street Lofts,Develop Report,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
846,2019-07-23,0.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
847,2019-07-24,0.58,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
848,2019-07-24,0.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31822: Supporting 2019 Updates,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
849,2019-07-24,1.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31809: NR Lighting Alteration(s),Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
850,2019-07-24,0.42,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
851,2019-07-24,1.42,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
852,2019-07-24,0.42,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
853,2019-07-24,0.17,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
854,2019-07-24,0.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31822: Supporting 2019 Updates,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
855,2019-07-24,0.42,Lunch Break,,,,,,,,EMP_6,1
856,2019-07-24,0.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31822: Supporting 2019 Updates,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
857,2019-07-24,0.33,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
858,2019-07-24,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
859,2019-07-24,1.75,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
860,2019-07-24,1.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
861,2019-07-25,1.33,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
862,2019-07-25,2.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
863,2019-07-25,1.92,Lunch Break,,,,,,,,EMP_6,1
864,2019-07-25,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
865,2019-07-25,2.0,KSH Architects,19189 80 Willow Road,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
866,2019-07-25,2.67,@ Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,,,EMP_6,1
867,2019-07-26,0.33,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
868,2019-07-26,0.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
869,2019-07-26,1.42,KSH Architects,19189 80 Willow Road,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
870,2019-07-26,1.08,Lunch Break,,,,,,,,EMP_6,1
871,2019-07-26,0.25,KSH Architects,19189 80 Willow Road,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
872,2019-07-26,1.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T31823: Supporting 2019 Forms,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
873,2019-07-26,0.75,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
874,2019-07-26,0.92,KSH Architects,19189 80 Willow Road,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
875,2019-07-26,1.58,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T31810: SDG&E NR Lighting Audit,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement,,,EMP_6,1
876,2019-07-26,2.33,KSH Architects,19189 80 Willow Road,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
877,2019-07-27,1.33,NORESCO,19107 2022 Case,S31901: 2022 CASE Measures List Support,Yes,Utilities:NORESCO,Sub-NORESCO,,,EMP_6,1
878,2019-07-27,3.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11904: What's Changed,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
879,2019-07-29,1.5,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
880,2019-07-29,1.83,ASD,19192 Serramonte,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
881,2019-07-29,1.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
882,2019-07-29,0.33,ASD,19192 Serramonte,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
883,2019-07-29,0.92,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
884,2019-07-29,6.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
885,2019-07-30,6.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11904: What's Changed,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
886,2019-07-30,1.0,Lunch Break,,,,,,,,EMP_6,1
887,2019-07-30,1.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31803: Answering Questions: Answering industry questions via phone, email, or other as SME",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
888,2019-07-30,0.42,KSH Architects,19189 80 Willow Road,Develop Report,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
889,2019-07-30,0.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11904: What's Changed,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
890,2019-07-31,0.58,@ Gabel Energy,,Gabel: Email,No,Overhead,Overhead,,,EMP_6,1
891,2019-07-31,2.92,BDE Architecture Inc.,19152 MidPen Station Center Office Tenant,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,,,EMP_6,1
892,2019-07-31,5.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
893,2019-08-01,2.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
894,2019-08-01,0.5,Lunch Break,,,,,,,,EMP_6,1
895,2019-08-01,0.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
896,2019-08-01,2.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11904: What's Changed,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
897,2019-08-01,3.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
898,2019-08-02,2.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),"T31814: Weekly/Monthly Check Ins: Weekly meeting with managers, instructor calls, etc.",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,,,EMP_6,1
899,2019-08-02,0.58,@ Gabel Energy,,Gabel: Project Coordination (non-billable),No,Residential,Overhead,,,EMP_6,1
900,2019-08-02,4.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
901,2019-08-02,0.58,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,S31801: Other Support,Yes,Utilities:Other Utilities,Sub - 2050,,,EMP_6,1
902,2019-08-02,1.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
903,2019-08-03,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T11904: What's Changed,Yes,Utilities:PG&E,Task 1 - Decoding Talks,,,EMP_6,1
904,2019-08-04,0.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu (deleted),T21901: Class Updates 2019,Yes,Utilities:PG&E,Task 2 - Standards Essential Courses,,,EMP_6,1
